split_scheme,model,fold,endpoint,seconds,n_train,n_test
murcko_scaffold,ecfp4_random_forest,4,CYP2D6_pIC50_direct_inhibition,1.0302461239998593,1454,39
murcko_scaffold,ecfp4_lightgbm,4,CYP2D6_pIC50_direct_inhibition,0.627308111000275,1454,39
murcko_scaffold,endpoint_mean,4,CYP3A4_pIC50_direct_inhibition,0.003459209000084229,2263,72
murcko_scaffold,endpoint_median,4,CYP3A4_pIC50_direct_inhibition,0.0015107389999684528,2263,72
murcko_scaffold,ecfp4_knn,4,CYP3A4_pIC50_direct_inhibition,0.09072845999980927,2263,72
murcko_scaffold,ecfp4_random_forest,4,CYP3A4_pIC50_direct_inhibition,1.8114629530000457,2263,72
murcko_scaffold,ecfp4_lightgbm,4,CYP3A4_pIC50_direct_inhibition,0.7122332630001438,2263,72
murcko_scaffold,endpoint_mean,4,CYP3A4_is_TDI,0.0020712850000563776,3496,88
murcko_scaffold,endpoint_median,4,CYP3A4_is_TDI,0.0009711749999041785,3496,88
murcko_scaffold,ecfp4_knn,4,CYP3A4_is_TDI,0.05188561699969796,3496,88
murcko_scaffold,ecfp4_random_forest,4,CYP3A4_is_TDI,3.4619802069996695,3496,88
murcko_scaffold,ecfp4_lightgbm,4,CYP3A4_is_TDI,1.1713056890002917,3496,88
murcko_scaffold,endpoint_mean,4,CYP2D6_is_TDI,0.0014770989996577555,1458,39
murcko_scaffold,endpoint_median,4,CYP2D6_is_TDI,0.0004270050003469805,1458,39
murcko_scaffold,ecfp4_knn,4,CYP2D6_is_TDI,0.01186191900023914,1458,39
murcko_scaffold,ecfp4_random_forest,4,CYP2D6_is_TDI,2.054825375999826,1458,39
murcko_scaffold,ecfp4_lightgbm,4,CYP2D6_is_TDI,0.8863120669998352,1458,39
